,Filename,Best_template,top1,top2,top3,top4,top5
88,2022-07-20-01,56_YAaDV,0.05194805194805195,0.14285714285714285,0.15584415584415584,0.18181818181818182,0.2077922077922078
89,20221106-21-23-19,56_YAaDV,0.1,0.14,0.2,0.22,0.26
90,20190924_03,64_YAaDV,0.43478260869565216,0.5815217391304348,0.657608695652174,0.6902173913043478,0.7228260869565217
91,2023-01-16-01,56_YAaDV,0.03896103896103896,0.11688311688311688,0.16883116883116883,0.2077922077922078,0.2727272727272727
92,8,7_YAaLR,0.13636363636363635,0.21212121212121213,0.25757575757575757,0.2727272727272727,0.3181818181818182
93,2023-01-16-15,56_YAaDV,0.08571428571428572,0.12857142857142856,0.14285714285714285,0.18571428571428572,0.22857142857142856
94,2022-04-26-w01-NP1,62_YAaLR,0.15,0.225,0.25,0.275,0.3
95,20190928_03,56_YAaDV,0.4431137724550898,0.5868263473053892,0.6706586826347305,0.7125748502994012,0.7485029940119761
96,20190928_01,62_YAaLR,0.4260355029585799,0.5621301775147929,0.6449704142011834,0.6982248520710059,0.7337278106508875
97,20230904-14-30-52,56_YAaDV,0.0975609756097561,0.13414634146341464,0.15853658536585366,0.17073170731707318,0.17073170731707318
98,20230322-21-41-10,62_YAaLR,0.0,0.029411764705882353,0.029411764705882353,0.058823529411764705,0.058823529411764705
99,20190924_01,76_YAaDV,0.5277777777777778,0.6722222222222223,0.7333333333333333,0.7888888888888889,0.8111111111111111
100,20231013-13-28-0,56_YAaDV,0.4025974025974026,0.564935064935065,0.6623376623376623,0.7207792207792207,0.7402597402597403
101,70_YAaLR,70_YAaLR,1.0,1.0,1.0,1.0,1.0
102,2022-01-22-w04-NP1,56_YAaDV,0.2708333333333333,0.375,0.3958333333333333,0.4166666666666667,0.4583333333333333
103,20230918-9-54-0,62_YAaLR,0.36666666666666664,0.5266666666666666,0.5933333333333334,0.66,0.7066666666666667
